module,revisions,code
test\units\utils\collection_loader\fixtures\collections\ansible_collections\ansible\builtin\plugins\modules\shouldnotload.py,1,3
test\units\module_utils\facts\system\distribution\fixtures\solaris_10.json,1,25
test\support\integration\plugins\cache\jsonfile.py,1,47
test\integration\targets\template\corner_cases.yml,1,50
test\integration\targets\setup_paramiko\install-RedHat-9-python-3.yml,1,8
test\integration\targets\fetch\roles\fetch_tests\vars\Darwin.yml,1,1
changelogs\fragments\include_vars_failed.yml,1,2
test\integration\targets\dataloader\attempt_to_load_invalid_json.yml,1,4
test\integration\targets\git\tasks\submodules.yml,1,103
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Dedicate_one_core_to_the_VM.result.json,1,10
test\integration\targets\roles_arg_spec\roles\test1\tasks\main.yml,1,9
test\integration\targets\ansible\module_common_regex_regression.sh,1,8
test\integration\targets\include_import\test_include_loop_fqcn.yml,1,15
test\integration\targets\yum_repository\defaults\main.yml,1,5
test\integration\targets\ansible-test\ansible_collections\ns\col\tests\unit\plugins\module_utils\test_my_util.py,1,5
test\support\windows-integration\plugins\modules\win_lineinfile.py,1,164
test\integration\targets\noexec\runme.sh,1,6
test\integration\targets\collections\testcoll2\plugins\modules\testmodule2.py,1,24
test\integration\targets\want_json_modules_posix\library\helloworld.py,1,14
test\support\windows-integration\plugins\modules\win_user.py,1,182
test\integration\targets\collections_relative_imports\collection_root\ansible_collections\my_ns\my_col2\plugins\module_utils\sub_pkg\CSRel4.cs,1,11
test\integration\targets\yaml_parsing\vars\main.yml,1,1
test\integration\targets\win_script\files\test_script_creates_file.ps1,1,1
test\integration\targets\module_utils_Ansible.ModuleUtils.Backup\library\backup_file_test.ps1,1,69
test\integration\targets\module_utils\callback\pure_json.py,1,19
test\integration\targets\roles_var_inheritance\roles\child_nested_dep\vars\main.yml,1,1
test\utils\shippable\incidental\aws.sh,1,1
test\integration\targets\subversion\roles\subversion\tasks\main.yml,1,16
test\units\playbook\test_attribute.py,1,30
test\integration\targets\set_fact\set_fact_bool_conv.yml,1,32
changelogs\fragments\76792-hostname-all-systemd.yml,1,3
test\units\module_utils\facts\system\distribution\fixtures\parrot_4.8.json,1,25
test\lib\ansible_test\_util\controller\tools\coverage_stub.ps1,1,26
test\support\windows-integration\plugins\modules\win_user_right.ps1,1,288
test\integration\targets\play_iterator\playbook.yml,1,10
test\integration\targets\collections\collection_root_user\ansible_collections\testns\othercoll\plugins\module_utils\formerly_testcoll_pkg\submod.py,1,1
test\integration\targets\ansible-test\ansible_collections\ns\col_constraints\tests\integration\targets\constraints\tasks\main.yml,1,7
test\integration\targets\group\files\gidget.py,1,11
test\integration\targets\playbook\types.yml,1,19
test\integration\targets\ansible-test\collection-tests\integration.sh,1,5
test\integration\targets\win_fetch\meta\main.yml,1,2
test\integration\targets\module_precedence\lib_with_extension\ping.ini,1,8
changelogs\fragments\74416-PlayIterator-_host_states-setters.yml,1,2
test\integration\targets\jinja_plugins\filter_plugins\good_filter.py,1,7
test\integration\targets\filter_core\meta\main.yml,1,3
test\integration\targets\module_utils_Ansible.ModuleUtils.Legacy\library\testpath.ps1,1,3
test\units\module_utils\facts\system\distribution\fixtures\fedora_31.json,1,55
test\units\module_utils\test_connection.py,1,12
lib\ansible\galaxy\__init__.py,1,30
test\integration\targets\collections_relative_imports\collection_root\ansible_collections\my_ns\my_col\plugins\modules\win_relative_optional.ps1,1,3
test\integration\targets\apt\handlers\main.yml,1,4
test\integration\targets\dataloader\vars\invalid.json,1,1
test\support\integration\plugins\module_utils\network\common\utils.py,1,392
lib\ansible\utils\native_jinja.py,1,5
test\units\module_utils\common\parameters\test_handle_aliases.py,1,49
test\support\windows-integration\plugins\modules\win_user.ps1,1,236
test\integration\targets\replace\tasks\main.yml,1,202
test\integration\targets\var_reserved\runme.sh,1,3
lib\ansible\vars\hostvars.py,1,95
test\units\plugins\connection\test_winrm.py,1,367
test\integration\targets\callback_default\test_dryrun.yml,1,73
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\List_the_SCSI_adapter_of_a_given_VM.result.json,1,14
test\integration\targets\incidental_inventory_aws_ec2\templates\inventory_with_constructed.yml,1,20
test\support\windows-integration\plugins\modules\win_get_url.py,1,199
test\integration\targets\incidental_vyos_lldp_interfaces\defaults\main.yaml,1,3
test\integration\targets\ansible\callback_plugins\callback_debug.py,1,15
changelogs\fragments\76453-indirect-systemd-status.yml,1,2
test\support\network-integration\collections\ansible_collections\cisco\ios\plugins\modules\ios_command.py,1,81
test\integration\targets\collections\invocation_tests.yml,1,5
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Collect_the_hardware_information.result.json,1,8
changelogs\fragments\deprecate_default_fact_path_setting.yml,1,2
test\units\module_utils\facts\system\distribution\fixtures\nexenta_3.json,1,25
test\units\module_utils\facts\system\distribution\fixtures\openindiana.json,1,24
test\integration\targets\handler_race\test_handler_race.yml,1,10
test\integration\targets\yaml_parsing\tasks\unsafe.yml,1,34
test\units\module_utils\basic\test_set_cwd.py,1,140
test\integration\targets\module_utils_Ansible.ModuleUtils.LinkUtil\tasks\main.yml,1,7
test\integration\targets\roles_var_inheritance\play.yml,1,4
test\support\integration\plugins\module_utils\aws\s3.py,1,38
test\integration\targets\gathering_facts\library\bogus_facts,1,11
test\integration\targets\lookup_unvault\unvault.yml,1,9
test\integration\targets\incidental_setup_docker\meta\main.yml,1,2
test\integration\targets\group_by\create_groups.yml,1,15
test\units\module_utils\facts\system\distribution\fixtures\ubuntu_14.04.json,1,24
lib\ansible\plugins\filter\encryption.py,1,59
test\integration\targets\become_unprivileged\common_remote_group\cleanup.yml,1,30
test\support\windows-integration\collections\ansible_collections\ansible\windows\plugins\modules\win_acl.ps1,1,1
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Retrieve_the_disk_information_from_the_VM.result.json,1,18
test\integration\targets\handlers\roles\import_template_handler_names\tasks\main.yml,1,10
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Turn_the_power_of_the_VM_on.result.json,1,3
test\units\module_utils\facts\system\distribution\fixtures\ubuntu_16.04.json,1,24
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\modules\uses_core_redirected_mu.py,1,12
test\integration\targets\inventory_constructed\static_inventory.yml,1,8
test\units\module_utils\common\validation\test_check_required_one_of.py,1,26
test\integration\targets\setup_deb_repo\tasks\main.yml,1,65
test\lib\ansible_test\_internal\cli\commands\coverage\report.py,1,46
test\integration\targets\apt\tasks\apt-builddep.yml,1,29
changelogs\fragments\76769-inventory-constructable-disable-lookups.yml,1,2
test\integration\targets\include_vars\vars2\hashes\hash2.yml,1,5
test\integration\targets\module_utils\collections\ansible_collections\testns\testcoll\plugins\module_utils\legit.py,1,4
test\integration\targets\include_when_parent_is_static\playbook.yml,1,4
docs\docsite\rst\network\getting_started\sample_files\first_playbook_ext.yml,1,23
test\integration\targets\json_cleanup\module_output_cleaning.yml,1,24
test\integration\targets\until\tasks\main.yml,1,65
test\units\module_utils\facts\system\distribution\fixtures\smartos_global_zone.json,1,24
test\integration\targets\unarchive\tasks\test_parent_not_writeable.yml,1,27
test\integration\targets\subversion\vars\Alpine.yml,1,7
test\integration\targets\delegate_to\connection_plugins\fakelocal.py,1,55
test\integration\targets\lookup_fileglob\runme.sh,1,11
changelogs\fragments\76751-facts-check-datafile-before-close.yml,1,2
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Attach_an_ISO_image_to_a_guest_VM.result.json,1,19
test\utils\shippable\incidental\vyos.sh,1,1
test\integration\targets\includes_race\roles\set_a_fact\tasks\fact1.yml,1,4
test\integration\targets\ansible-doc\collections\ansible_collections\testns\testcol2\MANIFEST.json,1,30
test\units\module_utils\common\test_collections.py,1,106
test\integration\targets\ansible-doc\collections\ansible_collections\testns\testcol\plugins\modules\randommodule.py,1,78
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\module_utils\network\vyos\facts\static_routes\static_routes.py,1,134
test\integration\targets\include_import\valid_include_keywords\playbook.yml,1,36
changelogs\fragments\psrp-put_file-dep.yaml,1,2
changelogs\fragments\76316-galaxy-install-role-inaccessible-dir-fix.yml,1,2
test\integration\targets\module_precedence\roles_with_extension\foo\library\a.py,1,8
test\integration\targets\setup_remote_tmp_dir\defaults\main.yml,1,2
test\integration\targets\module_utils_Ansible.ModuleUtils.AddType\tasks\main.yml,1,9
test\integration\targets\shell\connection_plugins\test_connection_override.py,1,28
changelogs\fragments\fix_sudo_flag_mangling.yml,1,2
test\integration\targets\dpkg_selections\tasks\dpkg_selections.yaml,1,69
changelogs\fragments\76840-added-restart-to-the-argument-condition-for-AIX.yml,1,3
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\connection\persistent.py,1,53
test\integration\targets\path_lookups\play.yml,1,43
test\units\utils\test_cleanup_tmp_file.py,1,28
test\integration\targets\gathering_facts\collections\ansible_collections\cisco\ios\plugins\modules\ios_facts.py,1,12
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\action\uses_redirected_import.py,1,13
test\integration\targets\inventory_constructed\invs\1\group_vars\stuff.yml,1,1
lib\ansible\module_utils\facts\network\aix.py,1,98
test\integration\targets\collections\collections\ansible_collections\testns\content_adj\plugins\inventory\statichost.py,1,43
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\modules\vyos_facts.py,1,36
test\sanity\code-smell\test-constraints.json,1,11
lib\ansible\module_utils\facts\network\linux.py,1,246
test\integration\targets\roles\roles\data\defaults\main\00.yml,1,1
test\units\module_utils\facts\system\distribution\fixtures\opensuse_leap_42.1.json,1,24
test\units\module_utils\facts\system\distribution\fixtures\solaris_11.json,1,26
test\integration\targets\ansible-test-cloud-vcenter\tasks\main.yml,1,6
test\integration\targets\delegate_to\has_hostvars.yml,1,56
test\integration\targets\filter_mathstuff\runme.yml,1,4
test\integration\targets\set_fact\set_fact_no_cache.yml,1,32
test\integration\targets\module_utils_Ansible.Basic\tasks\main.yml,1,8
lib\ansible\module_utils\compat\importlib.py,1,9
test\units\utils\collection_loader\fixtures\collections\ansible_collections\testns\testcoll\meta\runtime.yml,1,4
test\units\module_utils\facts\system\distribution\fixtures\almalinux_8_3_beta.json,1,53
test\integration\targets\script\files\no_shebang.py,1,4
test\integration\targets\unicode\runme.sh,1,7
test\integration\targets\playbook\roles_null.yml,1,3
test\integration\targets\ansible-galaxy-role\meta\main.yml,1,1
test\integration\targets\debug\main_fqcn.yml,1,6
test\integration\targets\incidental_inventory_aws_ec2\playbooks\populate_cache.yml,1,51
test\units\mock\yaml_helper.py,1,81
test\integration\targets\become\tasks\su.yml,1,79
test\integration\targets\collections\collections\ansible_collections\me\mycoll2\plugins\modules\module1.py,1,30
test\integration\targets\missing_required_lib\runme.yml,1,53
test\integration\targets\special_vars_hosts\playbook.yml,1,47
test\integration\targets\binary\tasks\main.yml,1,92
changelogs\fragments\ansible-test-sanity-import.yml,1,2
changelogs\fragments\ansible-test-help-cwd.yml,1,5
test\lib\ansible_test\_internal\cli\commands\integration\__init__.py,1,129
test\integration\targets\module_utils_Ansible.ModuleUtils.WebRequest\meta\main.yml,1,3
test\integration\targets\unarchive\meta\main.yml,1,4
test\integration\targets\handlers\roles\template_handler_names\handlers\main.yml,1,4
test\support\windows-integration\collections\ansible_collections\ansible\windows\plugins\modules\win_uri.ps1,1,165
test\integration\targets\wait_for\files\testserver.py,1,17
docs\bin\find-plugin-refs.py,1,37
test\integration\targets\module_utils_Ansible.AccessToken\library\ansible_access_token_tests.ps1,1,346
test\integration\targets\ansible-test\collection-tests\units-constraints.sh,1,7
test\integration\targets\apt\tasks\url-with-deps.yml,1,43
changelogs\fragments\76729-async-callback-perf.yml,1,3
test\integration\targets\incidental_vyos_lldp_interfaces\tests\cli\deleted.yaml,1,38
test\integration\targets\module_utils_urls\library\test_peercert.py,1,73
test\integration\targets\ansible-inventory\files\invalid_sample.yml,1,7
changelogs\fragments\clarify-unroll.yml,1,2
test\integration\targets\strategy_free\runme.sh,1,7
test\integration\targets\ansible-test-docker\ansible_collections\ns\col\plugins\doc_fragments\ps_util.py,1,13
test\integration\targets\connection\test_reset_connection.yml,1,4
lib\ansible\module_utils\facts\virtual\sunos.py,1,93
test\integration\targets\ansible-test\ansible_collections\ns\col\tests\integration\targets\hello\files\bad.py,1,12
test\units\module_utils\facts\system\distribution\test_distribution_sles4sap.py,1,22
test\units\module_utils\common\validation\test_check_required_by.py,1,62
test\units\module_utils\facts\system\distribution\fixtures\fedora_22.json,1,25
test\integration\targets\var_reserved\reserved_varname_warning.yml,1,6
test\integration\targets\pip\files\setup.py,1,14
test\integration\targets\lookup_ini\test_allow_no_value.yml,1,20
lib\ansible\galaxy\data\collections_galaxy_meta.yml,1,89
test\integration\targets\old_style_cache_plugins\setup_redis_cache.yml,1,43
test\integration\targets\pause\test-pause.yml,1,41
test\lib\ansible_test\_internal\cli\commands\coverage\combine.py,1,36
test\integration\targets\lookup_fileglob\issue72873\test.yml,1,26
test\integration\targets\ansible-test-cloud-galaxy\tasks\main.yml,1,21
test\integration\targets\module_defaults\collections\ansible_collections\testns\othercoll\plugins\action\other_echoaction.py,1,5
changelogs\fragments\jinja2_native-literal_eval-py310.yml,1,2
test\integration\targets\module_precedence\lib_with_extension\a.ini,1,8
test\units\module_utils\facts\system\distribution\fixtures\eurolinux_8.5.json,1,46
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\filter\ipaddr.py,1,792
test\integration\targets\connection_delegation\action_plugins\delegation_action.py,1,8
changelogs\fragments\75540-warn-invalid-configured-vault-secret-files.yaml,1,2
test\integration\targets\inventory\1\vars.yml,1,1
changelogs\fragments\76373-add-openrc-support-to-service_facts.yaml,1,2
test\integration\targets\systemd\tasks\test_unit_template.yml,1,44
changelogs\fragments\avoid-set_options-leak.yaml,1,5
test\lib\ansible_test\_util\target\sanity\compile\compile.py,1,30
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\modules\vyos_lldp_interfaces.py,1,33
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Build_a_list_of_all_the_clusters.result.json,1,11
test\integration\targets\blocks\issue71306.yml,1,15
test\units\modules\utils.py,1,34
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\module_utils\network\vyos\argspec\facts\facts.py,1,9
test\units\module_utils\facts\system\distribution\fixtures\ubuntu_18.04.json,1,39
test\support\windows-integration\plugins\module_utils\Ansible.Service.cs,1,1125
lib\ansible\module_utils\facts\network\hpux.py,1,48
changelogs\fragments\ansible-test-import-collections.yml,1,5
test\integration\targets\collections\test_task_resolved_plugin\collections\ansible_collections\test_ns\test_coll\plugins\action\collection_action.py,1,8
test\ansible_test\Makefile,1,10
test\integration\targets\hash\test_inventory_hash.yml,1,35
test\integration\targets\ansible-galaxy-collection-scm\tasks\setup_collection_bad_version.yml,1,40
test\units\module_utils\facts\system\distribution\fixtures\cumulus_linux_2.5.4.json,1,23
changelogs\fragments\ansible-module-shebangs.yml,1,3
changelogs\fragments\environment-concat.yml,1,2
test\units\module_utils\facts\system\distribution\fixtures\pardus_19.1.json,1,41
test\integration\targets\ansible-doc\collections\ansible_collections\testns\testcol2\plugins\doc_fragments\plugin.py,1,41
test\integration\targets\import_tasks\inherit_notify.yml,1,13
test\integration\targets\wait_for\files\zombie.py,1,10
test\lib\ansible_test\_internal\cli\argparsing\parsers.py,1,338
test\support\windows-integration\plugins\modules\win_user_right.py,1,94
test\units\cli\test_cli.py,1,281
test\support\network-integration\collections\ansible_collections\cisco\ios\plugins\module_utils\network\ios\ios.py,1,137
test\support\windows-integration\collections\ansible_collections\ansible\windows\plugins\modules\win_ping.py,1,1
test\integration\targets\jinja_plugins\filter_plugins\bad_filter.py,1,5
test\integration\targets\git\tasks\setup-local-repos.yml,1,37
test\integration\targets\async\callback_test.yml,1,7
test\support\integration\plugins\inventory\aws_ec2.py,1,582
changelogs\fragments\migrated_k8s_scenario_guides.yml,1,3
changelogs\fragments\reduce-playiterator-iterations.yml,1,2
test\integration\targets\jinja_plugins\collections\ansible_collections\foo\bar\plugins\test\bad_collection_test.py,1,5
test\support\windows-integration\plugins\modules\win_shell.py,1,147
test\integration\targets\incidental_inventory_aws_ec2\playbooks\create_inventory_config.yml,1,11
test\integration\targets\connection_local\runme.sh,1,10
test\units\plugins\loader_fixtures\import_fixture.py,1,5
test\integration\targets\delegate_to\discovery_applied.yml,1,8
test\integration\targets\collections_runtime_pythonpath\ansible-collection-python-dist-boo\ansible_collections\python\dist\plugins\modules\boo.py,1,17
test\integration\targets\collections\test_redirect_list.yml,1,80
test\support\windows-integration\plugins\action\win_copy.py,1,330
test\integration\targets\template\undefined_var_info.yml,1,14
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\modules\uses_mu_missing.py,1,10
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Retrieve_details_about_the_first_cluster.result.json,1,8
test\integration\targets\become_unprivileged\chmod_acl_macos\test.yml,1,22
.azure-pipelines\scripts\publish-codecov.py,1,65
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\action\net_base.py,1,71
test\integration\targets\incidental_vyos_lldp_interfaces\tests\cli\_populate_intf.yaml,1,10
test\integration\targets\lookup_password\runme.yml,1,4
test\integration\targets\set_fact\incremental.yml,1,32
test\integration\targets\incidental_vyos_config\defaults\main.yaml,1,3
test\integration\targets\collections\test_task_resolved_plugin.sh,1,43
test\integration\targets\includes\roles\test_includes\tasks\main.yml,1,76
test\integration\targets\callback_default\include_me.yml,1,2
test\support\windows-integration\plugins\modules\win_ping.py,1,40
test\integration\targets\remote_tmp\runme.sh,1,3
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\module_utils\subpkg_with_init\__init__.py,1,6
test\integration\targets\user\tasks\test_shadow_backup.yml,1,19
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\action\plugin_lookup.py,1,27
test\integration\targets\old_style_cache_plugins\cleanup.yml,1,36
test\integration\targets\setup_rpm_repo\vars\RedHat-8.yml,1,5
test\units\ansible_test\ci\test_azp.py,1,19
changelogs\fragments\user_mac.yaml,1,2
test\integration\targets\blocks\issue29047.yml,1,4
test\lib\ansible_test\_internal\cli\commands\units.py,1,50
test\integration\targets\ansible-test\ansible_collections\ns\col\plugins\modules\bad.py,1,23
test\integration\targets\collections\test_collection_meta.yml,1,27
docs\docsite\_static\css\core-color-scheme.css,1,16
test\units\module_utils\common\validation\test_check_mutually_exclusive.py,1,39
test\integration\targets\command_nonexisting\tasks\main.yml,1,4
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\modules\vyos_config.py,1,130
test\units\module_utils\urls\test_Request.py,1,323
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\module_utils\subpkg_with_init.py,1,6
test\integration\targets\ansible-doc\library\test_docs_removed_precedence.py,1,29
test\units\module_utils\facts\system\distribution\fixtures\centos_6.7.json,1,31
test\units\module_utils\facts\system\distribution\fixtures\flatcar_2492.0.0.json,1,24
changelogs\fragments\75845-ansible-galaxy-support-collection-skeleton.yml,1,2
test\integration\targets\handlers\roles\test_role_handlers_include_tasks\handlers\main.yml,1,4
test\integration\targets\shell\tasks\main.yml,1,33
test\integration\targets\win_module_utils\library\legacy_only_new_way.ps1,1,1
test\integration\targets\playbook\vars_files_string.yml,1,6
test\integration\targets\interpreter_discovery_python_delegate_facts\delegate_facts.yml,1,10
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Get_guest_network_routes_information.result.json,1,31
test\units\module_utils\facts\system\distribution\fixtures\rockylinux_8_3.json,1,46
changelogs\fragments\76672-fix-end_play-multiple_plays.yml,1,2
test\support\windows-integration\plugins\modules\slurp.ps1,1,20
test\integration\targets\blocks\unsafe_failed_task.yml,1,16
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\module_utils\network\vyos\facts\lldp_global\lldp_global.py,1,73
changelogs\fragments\macos12-ci-image.yml,1,2
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\action\bypass_host_loop.py,1,9
hacking\fix_test_syntax.py,1,67
test\integration\targets\module_utils_Ansible.Privilege\tasks\main.yml,1,8
test\integration\targets\dnf\vars\main.yml,1,4
changelogs\fragments\50897-include_role-any_errors_fatal.yaml,1,2
test\integration\targets\service_facts\tasks\systemd_cleanup.yml,1,27
test\units\module_utils\facts\system\distribution\fixtures\redhat_7.7.json,1,43
test\integration\targets\lookup_list\tasks\main.yml,1,18
test\integration\targets\file\defaults\main.yml,1,2
test\units\module_utils\facts\other\test_ohai.py,1,6649
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\modules\uses_mu_missing_redirect_module.py,1,10
lib\ansible\module_utils\facts\timeout.py,1,29
test\integration\targets\unarchive\vars\Darwin.yml,1,1
changelogs\fragments\pwsh-pssa-update.yml,1,17
test\lib\ansible_test\_internal\provider\layout\unsupported.py,1,31
test\integration\targets\incidental_ios_file\tests\cli\net_put.yaml,1,57
test\integration\targets\setup_rpm_repo\defaults\main.yml,1,1
test\integration\targets\module_defaults\library\test_module_defaults.py,1,23
test\integration\targets\play_iterator\runme.sh,1,3
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\become\enable.py,1,8
lib\ansible\plugins\doc_fragments\action_core.py,1,69
hacking\azp\download.py,1,152
test\lib\ansible_test\_data\playbooks\posix_coverage_setup.yml,1,19
test\integration\targets\tags\ansible_run_tags.yml,1,43
test\integration\targets\include_when_parent_is_dynamic\syntax_error.yml,1,1
changelogs\fragments\75560-interp-discovery-family-fallback.yml,1,4
test\units\module_utils\facts\base.py,1,35
test\integration\targets\hostname\tasks\test_check_mode.yml,1,39
test\integration\targets\module_utils_Ansible.Privilege\library\ansible_privilege_tests.ps1,1,222
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\callback\usercallback.py,1,19
test\units\module_utils\json_utils\test_filter_non_json_lines.py,1,53
test\integration\targets\connection_psrp\tests.yml,1,110
test\integration\targets\incidental_setup_docker\tasks\Debian.yml,1,37
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\modules\win_selfcontained.ps1,1,6
test\integration\targets\connection_paramiko_ssh\test.sh,1,10
test\integration\targets\lookup_random_choice\tasks\main.yml,1,9
test\integration\targets\ansible-test-cloud-acme\tasks\main.yml,1,7
test\support\windows-integration\plugins\action\win_reboot.py,1,65
test\integration\targets\ansible-doc\collections\ansible_collections\testns\testcol2\plugins\doc_fragments\deprecation.py,1,10
test\units\utils\display\test_logger.py,1,16
test\integration\targets\connection_delegation\test.yml,1,20
test\support\windows-integration\collections\ansible_collections\ansible\windows\plugins\modules\win_copy.py,1,1
test\integration\targets\roles\data_integrity.yml,1,4
test\integration\targets\inventory_script\inventory.sh,1,2
test\integration\targets\setup_paramiko\uninstall-Alpine-3-python-3.yml,1,4
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\module_utils\nested_same\nested_same\nested_same.py,1,4
changelogs\fragments\ansible-test-paramiko-constraint.yaml,1,3
test\integration\targets\lookup_unvault\runme.sh,1,3
test\integration\targets\setup_remote_tmp_dir\tasks\windows-cleanup.yml,1,4
test\units\module_utils\facts\system\distribution\fixtures\steamos_2.0.json,1,40
test\integration\targets\unarchive\tasks\test_symlink.yml,1,54
test\units\module_utils\facts\system\distribution\fixtures\omnios.json,1,24
test\integration\targets\become_su\runme.sh,1,3
test\lib\ansible_test\_util\target\injector\virtualenv.sh,1,8
test\integration\targets\unvault\main.yml,1,9
changelogs\fragments\ansible-test-default-container-update-5.2.0.yaml,1,3
test\integration\targets\include_import\role\test_include_role_vars_from.yml,1,10
test\integration\targets\include_import\playbook\validate_templated_playbook.yml,1,5
test\integration\targets\include_import\playbook\test_import_playbook.yml,1,14
test\lib\ansible_test\_util\target\pytest\plugins\ansible_pytest_collections.py,1,33
lib\ansible\plugins\cache\memory.py,1,34
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\module_utils\network\vyos\facts\firewall_rules\firewall_rules.py,1,210
test\integration\targets\callback_default\test_yaml.yml,1,17
test\integration\targets\incidental_setup_docker\tasks\main.yml,1,93
test\integration\targets\handler_race\roles\do_handlers\tasks\main.yml,1,7
test\integration\targets\module_precedence\roles_with_extension\foo\library\ping.py,1,41
test\units\module_utils\facts\system\distribution\fixtures\debian_7.9.json,1,39
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\module_utils\network\vyos\facts\lldp_interfaces\lldp_interfaces.py,1,105
test\integration\targets\pip\tasks\freebsd_cleanup.yml,1,6
test\integration\targets\fetch\roles\fetch_tests\tasks\normal.yml,1,33
test\units\module_utils\common\validation\test_check_required_together.py,1,38
test\integration\targets\known_hosts\tasks\main.yml,1,284
test\integration\targets\setup_pexpect\tasks\main.yml,1,9
test\units\utils\test_isidentifier.py,1,24
test\integration\targets\jinja2_native_types\runtests.yml,1,40
test\integration\targets\strategy_free\last_include_tasks.yml,1,2
test\units\module_utils\facts\system\distribution\fixtures\dragonfly_5.6.2.json,1,25
test\integration\targets\include_when_parent_is_static\syntax_error.yml,1,1
test\integration\targets\infra\library\test.py,1,17
test\integration\targets\debugger\test_run_once_playbook.yml,1,11
test\integration\targets\subversion\roles\subversion\tasks\cleanup.yml,1,7
hacking\build_library\build_ansible\change_detection.py,1,15
test\integration\targets\old_style_cache_plugins\runme.sh,1,24
test\integration\targets\module_utils\module_utils_common_dict_transformation.yml,1,32
changelogs\fragments\72405-git-module-local_mods-show-conflict-destination-directory.yml,1,2
test\integration\targets\become_unprivileged\common_remote_group\setup.yml,1,37
docs\bin\testing_formatter.sh,1,27
test\integration\targets\throttle\group_vars\all.yml,1,4
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\plugins\modules\win_uses_optional.ps1,1,10
test\integration\targets\debugger\test_run_once.py,1,26
changelogs\fragments\73657-include-parser-error-fail.yml,1,2
test\integration\targets\controller\tasks\main.yml,1,9
test\integration\targets\inventory_cache\plugins\inventory\cache_host.py,1,38
changelogs\fragments\75642-free-strat-fix-executing-includes.yml,1,2
test\integration\targets\setup_gnutar\tasks\main.yml,1,16
test\integration\targets\template\6653.yml,1,10
test\integration\targets\setup_paramiko\uninstall-RedHat-9-python-3.yml,1,6
test\integration\targets\uri\tasks\redirect-none.yml,1,265
test\integration\targets\ignore_unreachable\fake_connectors\bad_put_file.py,1,10
test\integration\targets\service_facts\files\ansible_test_service.py,1,52
changelogs\fragments\support_eurolinux.yml,1,2
test\integration\targets\uri\tasks\redirect-urllib2.yml,1,254
test\integration\targets\incidental_win_reboot\templates\post_reboot.ps1,1,8
test\integration\targets\any_errors_fatal\50897.yml,1,17
test\integration\targets\lineinfile\meta\main.yml,1,3
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Build_a_list_of_all_the_folders_with_the_type_VIRTUAL_MACHINE_and_called_vm.result.json,1,10
test\support\windows-integration\collections\ansible_collections\ansible\windows\plugins\modules\win_uri.py,1,139
changelogs\fragments\ansible-test-nios-container.yml,1,2
test\integration\targets\ansible-test\collection-tests\git-at-collection-root.sh,1,6
test\units\utils\collection_loader\fixtures\collections\ansible_collections\testns\testcoll\plugins\modules\amodule.py,1,4
test\integration\targets\roles_arg_spec\roles\a\tasks\no_spec_entrypoint.yml,1,3
lib\ansible\executor\powershell\async_watchdog.ps1,1,81
test\units\module_utils\facts\system\distribution\fixtures\arch_linux_no_arch-release_na.json,1,23
test\integration\targets\ansible-test\ansible_collections\ns\col\plugins\lookup\bad.py,1,21
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\playbooks\play.yml,1,4
